,Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
424,425,Álvaro Morata,FW,Spain,29,1.es Atlético Madrid,1992,4,1,185,2.1,3,1,4,3,0,0,0,0,1.4,1.4,0.2,1.6,5,5,13,1.46,0.49,1.95,1.46,1.95,0.79,0.14,0.93,0.79,0.93,Matches
425,426,Héctor Moreno,DF,Mexico,34,1.mx Monterrey,1988,3,3,270,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,16,0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches
426,427,Hidemasa Morita,MF,Japan,27,1.pt Sporting CP,1995,3,3,285,3.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,3,11,4,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches
427,428,Joe Morrell,MF,Wales,25,3.eng Portsmouth,1997,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
428,429,Jordan Morris,"FW,DF",United States,27,1.us Seattle,1994,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
429,430,Youssoufa Moukoko,FW,Germany,17,1.de Dortmund,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
430,431,Mason Mount,MF,England,23,1.eng Chelsea,1999,4,2,186,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,9,17,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,Matches
431,432,Youssef Msakni,"MF,FW",Tunisia,31,1.qa Al-Arabi,1990,2,2,169,1.9,0,0,0,0,0,0,0,0,0.5,0.5,0.6,1.2,5,7,17,0.0,0.0,0.0,0.0,0.0,0.29,0.34,0.62,0.29,0.62,Matches
432,433,Thomas Müller,"FW,MF",Germany,32,1.de Bayern Munich,1989,3,3,201,2.2,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,2,6,13,0.0,0.0,0.0,0.0,0.0,0.14,0.28,0.42,0.14,0.42,Matches
433,434,Munir,GK,Morocco,33,1.sa Al-Wehda,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
434,435,Mohammed Muntari,"FW,MF",Qatar,28,1.qa Al Duhail SC,1993,3,0,63,0.7,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,1.43,0.0,1.43,1.43,1.43,0.3,0.03,0.33,0.3,0.33,Matches
435,436,Yunus Musah,MF,United States,19,1.es Valencia,2002,4,4,343,3.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,14,23,16,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.11,0.08,0.11,Matches
436,437,Jamal Musiala,"MF,FW",Germany,19,1.de Bayern Munich,2003,3,3,258,2.9,0,1,1,0,0,0,0,0,1.9,1.9,0.9,2.8,21,19,31,0.0,0.35,0.35,0.0,0.35,0.67,0.3,0.97,0.67,0.97,Matches
437,438,Joakim Mæhle,DF,Denmark,25,1.it Atalanta,1997,3,3,249,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,8,32,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches
438,439,Georges-Kévin N'Koudou,"FW,MF",Cameroon,27,1.tr Beşiktaş,1995,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches
439,440,Yuto Nagatomo,"MF,DF",Japan,35,1.jp FC Tokyo,1986,4,4,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
440,441,Sami Al-Najei,MF,Saudi Arabia,25,1.sa Al-Nassr,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
441,442,Keylor Navas,GK,Costa Rica,35,1.fr Paris S-G,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
442,443,Iliman Ndiaye,"FW,MF",Senegal,22,2.eng Sheffield Utd,2000,3,2,135,1.5,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,3,0,16,0.0,0.67,0.67,0.0,0.67,0.09,0.14,0.22,0.09,0.22,Matches
443,444,Victor Nelsson,DF,Denmark,23,1.tr Galatasaray,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
444,445,Manuel Neuer,GK,Germany,36,1.de Bayern Munich,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
445,446,Rúben Neves,MF,Portugal,25,1.eng Wolves,1997,5,4,268,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,19,1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
446,447,Neymar,MF,Brazil,30,1.fr Paris S-G,1992,3,3,279,3.1,2,0,2,1,1,1,0,0,2.7,1.9,0.8,2.7,9,23,23,0.65,0.0,0.65,0.32,0.32,0.98,0.29,1.27,0.7,0.98,Matches
447,448,Moumi Ngamaleu,"FW,MF",Cameroon,27,1.ru Dynamo Mosc,1994,2,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches
448,449,Jerome Ngom Mbekeli,MF,Cameroon,23,1.cm Colombe Sportive du Dja et Lobo,1998,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.23,2.23,0.0,2.23,Matches
449,450,Nicolas Nkoulou,DF,Cameroon,32,1.gr Aris,1990,2,2,180,2.0,0,1,1,0,0,0,1,0,0.3,0.3,0.0,0.3,0,2,1,0.0,0.5,0.5,0.0,0.5,0.14,0.0,0.14,0.14,0.14,Matches
450,451,Andries Noppert,GK,Netherlands,28,1.nl Heerenveen,1994,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
451,452,Ahmad Nourollahi,MF,IR Iran,29,1.ae Al-Ahli Dubai FC,1993,3,3,223,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,8,2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
452,453,Olivier Ntcham,MF,Cameroon,26,2.eng Swansea City,1996,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,4,0,0.0,0.0,0.0,0.0,0.0,0.16,0.09,0.25,0.16,0.25,Matches
453,454,Matheus Nunes,MF,Portugal,23,1.eng Wolves,1998,2,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.14,0.03,0.14,Matches
454,455,Darwin Núñez,FW,Uruguay,22,1.eng Liverpool,1999,3,3,240,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,6,3,26,0.0,0.0,0.0,0.0,0.0,0.14,0.09,0.23,0.14,0.23,Matches
455,456,Christian Nørgaard,MF,Denmark,28,1.eng Brentford,1994,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
456,457,Guillermo Ochoa,GK,Mexico,36,1.mx América,1985,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
457,458,Denis Odoi,DF,Ghana,34,1.be Club Brugge,1988,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
458,459,Noah Okafor,"FW,MF",Switzerland,22,1.at RB Salzburg,2000,3,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,1,9,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.05,0.14,Matches
459,460,Mathías Olivera,DF,Uruguay,24,1.it Napoli,1997,3,3,253,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,1,8,10,0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.18,0.03,0.18,Matches
460,461,Dani Olmo,FW,Spain,24,1.de RB Leipzig,1998,4,4,367,4.1,1,1,2,1,0,0,0,0,1.4,1.4,0.5,1.9,6,11,61,0.25,0.25,0.49,0.25,0.49,0.34,0.11,0.46,0.34,0.46,Matches
461,462,Amadou Onana,MF,Belgium,20,1.eng Everton,2001,2,1,104,1.2,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,0,2,2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,Matches
462,463,André Onana,GK,Cameroon,26,1.it Inter,1996,1,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
463,464,Gaël Ondoua,MF,Cameroon,26,2.de Hannover 96,1995,2,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
464,465,Loïs Openda,FW,Belgium,22,1.fr Lens,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
465,466,Mislav Oršić,FW,Croatia,29,1.hr Dinamo Zagreb,1992,6,1,162,1.8,1,2,3,1,0,0,0,0,0.4,0.4,1.1,1.4,10,5,15,0.56,1.11,1.67,0.56,1.67,0.23,0.68,0.9,0.23,0.9,Matches
466,467,Jonathan Osorio,"MF,FW",Canada,30,1.us Toronto FC,1992,3,1,119,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,3,2,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
467,468,Nicolás Otamendi,DF,Argentina,34,1.pt Benfica,1988,7,7,690,7.7,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.2,7,34,2,0.0,0.13,0.13,0.0,0.13,0.0,0.02,0.03,0.0,0.03,Matches
468,469,Otávio,MF,Portugal,27,1.pt Porto,1995,3,3,196,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,2,12,11,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.22,0.05,0.22,Matches
469,470,Samuel Oum Gouet,MF,Cameroon,24,1.be Mechelen,1997,2,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
470,471,Azzedine Ounahi,MF,Morocco,22,1.fr Angers,2000,7,6,568,6.3,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,16,26,19,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,Matches
471,472,Bryan Oviedo,DF,Costa Rica,32,1.us RSL,1990,3,3,260,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
472,473,Mohammed Al-Owais,GK,Saudi Arabia,30,1.sa Al-Hilal,1991,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
473,474,Juan Pablo Vargas,DF,Costa Rica,27,1.co Millonarios,1995,1,1,90,1.0,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,0,0,1.0,0.0,1.0,1.0,1.0,0.46,0.0,0.46,0.46,0.46,Matches
474,475,Exequiel Palacios,"MF,DF",Argentina,23,1.de Leverkusen,1998,3,0,50,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,3,2,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.24,0.12,0.24,Matches
475,476,João Palhinha,MF,Portugal,26,1.eng Fulham,1995,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.06,0.3,0.36,0.06,0.36,Matches
476,477,Lucas Paquetá,MF,Brazil,24,1.eng West Ham,1997,4,4,314,3.5,1,1,2,1,0,0,0,0,0.8,0.8,1.5,2.3,2,20,20,0.29,0.29,0.57,0.29,0.57,0.24,0.43,0.67,0.24,0.67,Matches
477,478,Leandro Paredes,MF,Argentina,27,1.it Juventus,1994,5,2,225,2.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,3,14,1,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
478,479,Thomas Partey,MF,Ghana,29,1.eng Arsenal,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,4,20,5,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches
479,480,Mario Pašalić,"FW,MF",Croatia,27,1.it Atalanta,1995,7,2,271,3.0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,4,6,14,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,Matches
480,481,Benjamin Pavard,DF,France,26,1.de Bayern Munich,1996,1,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
481,482,Strahinja Pavlović,DF,Serbia,21,1.at RB Salzburg,2001,3,3,235,2.6,1,0,1,1,0,0,2,0,0.2,0.2,0.0,0.2,6,17,3,0.38,0.0,0.38,0.38,0.38,0.07,0.0,0.07,0.07,0.07,Matches
482,483,Pedri,MF,Spain,19,1.es Barcelona,2002,4,4,356,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,15,51,10,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches
483,484,Pedro,FW,Brazil,24,1.br Flamengo,1997,2,0,64,0.7,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,0,5,0.0,0.0,0.0,0.0,0.0,1.39,0.0,1.39,1.39,1.39,Matches
484,485,Facundo Pellistri,"MF,FW",Uruguay,20,1.eng Manchester Utd,2001,3,2,181,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,5,20,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17,Matches
485,486,Pepe,DF,Portugal,39,1.pt Porto,1983,4,4,360,4.0,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,5,15,0,0.25,0.0,0.25,0.25,0.25,0.12,0.0,0.12,0.12,0.12,Matches
486,487,Danilo Pereira,DF,Portugal,30,1.fr Paris S-G,1991,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
487,488,Ivan Perišić,"FW,DF",Croatia,33,1.eng Tottenham,1989,7,7,669,7.4,1,3,4,1,0,0,0,0,0.9,0.9,0.9,1.8,27,21,63,0.13,0.4,0.54,0.13,0.54,0.13,0.12,0.25,0.13,0.25,Matches
488,489,Bruno Petković,FW,Croatia,27,1.hr Dinamo Zagreb,1994,6,1,234,2.6,1,0,1,1,0,0,1,0,0.1,0.1,0.3,0.5,6,4,10,0.38,0.0,0.38,0.38,0.38,0.05,0.15,0.2,0.05,0.2,Matches
489,490,Germán Pezzella,DF,Argentina,30,1.es Betis,1991,3,0,60,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches
490,491,Kalvin Phillips,MF,England,26,1.eng Manchester City,1995,2,0,42,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.0,2.14,2.14,0.0,2.14,0.0,0.17,0.17,0.0,0.17,Matches
491,492,Krzysztof Piątek,FW,Poland,26,1.it Salernitana,1995,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
492,493,Jordan Pickford,GK,England,28,1.eng Everton,1994,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
493,494,Orbelín Pineda,MF,Mexico,26,1.gr AEK Athens,1996,1,1,76,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,3,4,3,0.0,0.0,0.0,0.0,0.0,0.38,0.07,0.45,0.38,0.45,Matches
494,495,Gonzalo Plata,"MF,FW",Ecuador,21,1.es Valladolid,2000,3,3,269,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,7,7,11,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,Matches
495,496,Jackson Porozo,DF,Ecuador,21,1.fr Troyes,2000,2,1,96,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
496,497,Morteza Pouraliganji,DF,IR Iran,30,1.ir Persepolis,1992,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,7,3,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.09,0.03,0.09,Matches
497,498,Ángelo Preciado,DF,Ecuador,24,1.be Genk,1998,3,3,264,2.9,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,2,7,5,0.0,0.34,0.34,0.0,0.34,0.02,0.14,0.17,0.02,0.17,Matches
498,499,Christian Pulisic,"FW,MF",United States,23,1.eng Chelsea,1998,4,4,315,3.5,1,2,3,1,0,0,0,0,1.1,1.1,0.9,2.0,23,18,28,0.29,0.57,0.86,0.29,0.86,0.3,0.26,0.56,0.3,0.56,Matches
499,500,Adrien Rabiot,MF,France,27,1.it Juventus,1995,6,5,483,5.4,1,1,2,1,0,0,1,0,1.0,1.0,0.9,1.9,10,18,18,0.19,0.19,0.37,0.19,0.37,0.19,0.16,0.36,0.19,0.36,Matches
500,501,Nemanja Radonjić,"DF,FW",Serbia,26,1.it Torino,1996,3,0,60,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,0,6,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.19,0.15,0.19,Matches
501,502,Baba Rahman,DF,Ghana,27,2.eng Reading,1994,3,2,183,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,4,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches
502,503,Gonçalo Ramos,"FW,MF",Portugal,20,1.pt Benfica,2001,4,2,152,1.7,3,1,4,3,0,0,0,0,1.5,1.5,0.4,2.0,1,3,12,1.78,0.59,2.37,1.78,2.37,0.91,0.24,1.15,0.91,1.15,Matches
503,504,Aaron Ramsey,MF,Wales,31,1.fr Nice,1990,3,3,266,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,3,8,9,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
504,505,Raphinha,FW,Brazil,25,1.es Barcelona,1996,5,4,315,3.5,0,1,1,0,0,0,0,0,1.2,1.2,1.3,2.5,17,9,32,0.0,0.29,0.29,0.0,0.29,0.35,0.38,0.72,0.35,0.72,Matches
505,506,Marcus Rashford,FW,England,24,1.eng Manchester Utd,1997,5,1,140,1.6,3,0,3,3,0,0,0,0,1.6,1.6,0.0,1.6,5,4,17,1.93,0.0,1.93,1.93,1.93,1.01,0.0,1.01,1.01,1.01,Matches
506,507,David Raum,DF,Germany,24,1.de RB Leipzig,1998,3,3,242,2.7,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,8,10,40,0.0,0.37,0.37,0.0,0.37,0.0,0.22,0.22,0.0,0.22,Matches
507,508,Bassam Al-Rawi,DF,Qatar,24,1.qa Al Duhail SC,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
508,509,Tim Ream,DF,United States,34,1.eng Fulham,1987,4,4,360,4.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,4,20,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
509,510,Djorkaeff Reasco,FW,Ecuador,23,1.ar Newell's OB,1999,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
510,511,Gio Reyna,FW,United States,19,1.de Dortmund,2002,2,0,53,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,2,2,3,0.0,0.0,0.0,0.0,0.0,0.1,0.28,0.38,0.1,0.38,Matches
511,512,Ramin Rezaeian,DF,IR Iran,32,1.ir Sepahan,1990,2,2,180,2.0,1,0,1,1,0,0,1,0,0.3,0.3,0.3,0.5,7,8,9,0.5,0.0,0.5,0.5,0.5,0.13,0.14,0.27,0.13,0.27,Matches
512,513,Everton Ribeiro,MF,Brazil,33,1.br Flamengo,1989,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches
513,514,Declan Rice,MF,England,23,1.eng West Ham,1999,5,5,417,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,22,4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
514,515,Richarlison,FW,Brazil,25,1.eng Tottenham,1997,4,4,323,3.6,3,0,3,3,0,0,0,0,2.1,2.1,1.0,3.1,5,5,17,0.84,0.0,0.84,0.84,0.84,0.59,0.27,0.86,0.59,0.86,Matches
515,516,Fabian Rieder,FW,Switzerland,20,1.ch Young Boys,2002,2,1,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches
516,517,Ró-Ró,DF,Qatar,31,1.qa Al Sadd,1990,3,3,262,2.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,7,7,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
517,518,Connor Roberts,DF,Wales,26,2.eng Burnley,1995,3,2,200,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,1,9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches
518,519,Antonee Robinson,DF,United States,24,1.eng Fulham,1997,4,4,359,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,18,18,27,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
519,520,Sergio Rochet,GK,Uruguay,29,1.uy Nacional,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
520,521,Joe Rodon,DF,Wales,24,1.fr Rennes,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
521,522,Rodri,DF,Spain,25,1.eng Manchester City,1996,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,13,37,3,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches
522,523,Charly Rodríguez,MF,Mexico,25,1.mx Cruz Azul,1997,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
523,524,Guido Rodríguez,MF,Argentina,28,1.es Betis,1994,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
524,525,Kevin Rodríguez,FW,Ecuador,22,,2000,2,0,2,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,4.23,0.0,4.23,4.23,4.23,Matches
525,526,Ricardo Rodríguez,DF,Switzerland,29,1.it Torino,1992,4,4,359,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,9,20,18,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
526,527,Rodrygo,"MF,FW",Brazil,21,1.es Real Madrid,2001,5,1,181,2.0,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.9,10,9,23,0.0,0.5,0.5,0.0,0.5,0.26,0.25,0.52,0.26,0.52,Matches
527,528,Mohamed Ali Ben Romdhane,MF,Tunisia,22,1.tn Espérance de Tunis,1999,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
528,529,Cristian Romero,DF,Argentina,24,1.eng Tottenham,1998,7,6,547,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
529,530,Cristiano Ronaldo,FW,Portugal,37,1.eng Manchester Utd,1985,5,3,290,3.2,1,0,1,0,1,1,0,0,1.6,0.8,0.1,1.0,8,6,25,0.31,0.0,0.31,0.0,0.0,0.51,0.04,0.55,0.26,0.3,Matches
530,531,Marten de Roon,MF,Netherlands,31,1.it Atalanta,1991,5,3,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
