,Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
317,318,Davy Klaassen,"MF,FW",Netherlands,29,1.nl Ajax,1993,4,3,190,2.1,1,2,3,1,0,0,0,0,0.2,0.2,0.3,0.5,0,6,9,0.47,0.95,1.42,0.47,1.42,0.11,0.14,0.25,0.11,0.25,Matches
318,319,Lukas Klostermann,DF,Germany,26,1.de RB Leipzig,1996,2,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
319,320,Gregor Kobel,GK,Switzerland,24,1.de Dortmund,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
320,321,Koke,MF,Spain,30,1.es Atlético Madrid,1992,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
321,322,Randal Kolo Muani,FW,France,23,1.de Eint Frankfurt,1998,3,1,182,2.0,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.1,2,1,10,0.49,0.0,0.49,0.49,0.49,0.66,0.0,0.66,0.66,0.66,Matches
322,323,Ibrahima Konaté,DF,France,23,1.eng Liverpool,1999,5,3,294,3.3,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.7,1,18,1,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.24,0.12,0.24,Matches
323,324,Ismaël Koné,"MF,DF",Canada,20,1.us CF Montréal,2002,3,0,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
324,325,Teun Koopmeiners,MF,Netherlands,24,1.it Atalanta,1998,5,1,219,2.4,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,4,7,7,0.0,0.41,0.41,0.0,0.41,0.04,0.09,0.13,0.04,0.13,Matches
325,326,Filip Kostić,DF,Serbia,29,1.it Juventus,1992,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,10,5,21,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
326,327,Kalidou Koulibaly,DF,Senegal,30,1.eng Chelsea,1991,4,4,360,4.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,0,11,0,0.25,0.0,0.25,0.25,0.25,0.12,0.01,0.13,0.12,0.13,Matches
327,328,Jules Koundé,DF,France,23,1.es Barcelona,1998,6,5,480,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,7,20,3,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
328,329,Cheikhou Kouyaté,MF,Senegal,32,1.eng Nott'ham Forest,1989,1,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
329,330,Mateo Kovačić,MF,Croatia,28,1.eng Chelsea,1994,7,7,635,7.1,0,0,0,0,0,0,2,0,0.3,0.3,1.0,1.3,24,52,23,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.18,0.05,0.18,Matches
330,331,Andrej Kramarić,"FW,MF",Croatia,30,1.de Hoffenheim,1991,7,7,474,5.3,2,0,2,2,0,0,0,0,1.6,1.6,0.2,1.9,10,7,44,0.38,0.0,0.38,0.38,0.38,0.31,0.04,0.36,0.31,0.36,Matches
331,332,Rasmus Kristensen,DF,Denmark,24,1.eng Leeds United,1997,3,3,224,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
332,333,Grzegorz Krychowiak,MF,Poland,32,1.sa Al-Shabab,1990,4,4,332,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1,10,2,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.05,0.01,0.05,Matches
333,334,Takefusa Kubo,FW,Japan,21,1.es Real Sociedad,2001,2,2,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
334,335,Mohammed Kudus,"FW,MF",Ghana,21,1.nl Ajax,2000,3,3,247,2.7,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,9,4,15,0.73,0.0,0.73,0.73,0.73,0.3,0.0,0.3,0.3,0.3,Matches
335,336,Pierre Kunde,MF,Cameroon,26,1.gr Olympiacos,1995,2,2,131,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,4,1,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.2,0.15,0.2,Matches
336,337,Garang Kuol,"FW,MF",Australia,17,1.au Central Coast,2004,2,0,37,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,0,4,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.92,0.92,0.92,Matches
337,338,Daniel Kyereh,"MF,DF",Ghana,26,1.de Freiburg,1996,3,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
338,339,Kwon Kyung-won,DF,Korea Republic,30,1.jp Gamba Osaka,1992,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
339,340,Aïssa Laïdouni,MF,Tunisia,25,1.hu Ferencváros,1996,3,3,243,2.7,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.6,8,18,9,0.0,0.37,0.37,0.0,0.37,0.05,0.16,0.21,0.05,0.21,Matches
340,341,Tariq Lamptey,DF,Ghana,21,1.eng Brighton,2000,2,1,102,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,2,3,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
341,342,Noa Lang,MF,Netherlands,22,1.be Club Brugge,1999,1,0,8,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,Matches
342,343,Aymeric Laporte,DF,Spain,28,1.eng Manchester City,1994,3,3,300,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,7,19,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
343,344,Cyle Larin,FW,Canada,27,1.be Club Brugge,1995,3,2,137,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,3,5,6,0.0,0.0,0.0,0.0,0.0,0.16,0.34,0.49,0.16,0.49,Matches
344,345,Richie Laryea,"DF,MF",Canada,27,1.us Toronto FC,1995,3,2,160,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,8,1,12,0.0,0.0,0.0,0.0,0.0,0.04,0.3,0.34,0.04,0.34,Matches
345,346,Darko Lazović,DF,Serbia,31,1.it Hellas Verona,1990,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
346,347,Rafael Leão,FW,Portugal,23,1.it Milan,1999,5,0,88,1.0,2,0,2,2,0,0,0,0,0.4,0.4,0.2,0.6,16,3,19,2.05,0.0,2.05,2.05,2.05,0.42,0.16,0.57,0.42,0.57,Matches
347,348,Mathew Leckie,"MF,FW",Australia,31,1.au Melb City,1991,4,4,333,3.7,1,1,2,1,0,0,0,0,0.1,0.1,0.3,0.5,4,13,22,0.27,0.27,0.54,0.27,0.54,0.04,0.08,0.12,0.04,0.12,Matches
348,349,Robert Lewandowski,FW,Poland,33,1.es Barcelona,1988,4,4,360,4.0,2,1,3,1,1,2,0,0,2.9,1.4,0.4,1.8,5,10,17,0.5,0.25,0.75,0.25,0.5,0.73,0.1,0.83,0.34,0.44,Matches
349,350,Matthijs de Ligt,DF,Netherlands,22,1.de Bayern Munich,1999,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
350,351,Jesper Lindstrøm,"MF,FW",Denmark,22,1.de Eint Frankfurt,2000,3,2,200,2.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,7,4,15,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches
351,352,Marko Livaja,FW,Croatia,28,1.hr Hajduk Split,1993,6,3,241,2.7,1,1,2,1,0,0,0,0,0.8,0.8,0.1,0.9,1,8,21,0.37,0.37,0.75,0.37,0.75,0.31,0.03,0.34,0.31,0.34,Matches
352,353,Dominik Livaković,GK,Croatia,27,1.hr Dinamo Zagreb,1995,7,7,690,7.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
353,354,Marcos Llorente,DF,Spain,27,1.es Atlético Madrid,1995,1,1,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,11,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
354,355,Hugo Lloris,GK,France,35,1.eng Tottenham,1986,6,6,570,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
355,356,Dejan Lovren,DF,Croatia,32,1.ru Zenit,1989,6,6,600,6.7,0,1,1,0,0,0,1,0,0.3,0.3,0.0,0.3,3,23,1,0.0,0.15,0.15,0.0,0.15,0.04,0.01,0.05,0.04,0.05,Matches
356,357,Hirving Lozano,FW,Mexico,26,1.it Napoli,1995,3,3,252,2.8,0,0,0,0,0,0,0,0,0.2,0.2,1.0,1.2,12,9,33,0.0,0.0,0.0,0.0,0.0,0.07,0.36,0.42,0.07,0.42,Matches
357,358,Romelu Lukaku,FW,Belgium,29,1.it Inter,1993,2,0,55,0.6,0,0,0,0,0,0,0,0,1.7,1.7,0.0,1.8,1,0,5,0.0,0.0,0.0,0.0,0.0,2.84,0.06,2.9,2.84,2.9,Matches
358,359,Saša Lukić,MF,Serbia,25,1.it Torino,1996,3,3,245,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,3,9,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
359,360,Ali Maâloul,DF,Tunisia,32,1.eg Al Ahly,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
360,361,Awer Mabil,MF,Australia,26,1.es Cádiz,1995,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
361,362,Alexis Mac Allister,MF,Argentina,23,1.eng Brighton,1998,6,6,550,6.1,1,1,2,1,0,0,0,0,0.7,0.7,0.9,1.6,19,24,27,0.16,0.16,0.33,0.16,0.33,0.12,0.15,0.27,0.12,0.27,Matches
362,363,Jamie Maclaren,FW,Australia,28,1.au Melb City,1993,3,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches
363,364,Assim Madibo,MF,Qatar,25,1.qa Al Duhail SC,1996,2,2,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
364,365,Abdullah Madu,"DF,MF",Saudi Arabia,28,1.sa Al-Nassr,1993,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
365,366,Daizen Maeda,FW,Japan,24,1.sct Celtic,1997,3,3,180,2.0,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,2,1,5,0.5,0.0,0.5,0.5,0.5,0.24,0.0,0.24,0.24,0.24,Matches
366,367,Harry Maguire,DF,England,29,1.eng Manchester Utd,1993,5,5,429,4.8,0,1,1,0,0,0,1,0,0.4,0.4,0.0,0.4,10,26,1,0.0,0.21,0.21,0.0,0.21,0.08,0.01,0.09,0.08,0.09,Matches
367,368,Lovro Majer,"MF,FW",Croatia,24,1.fr Rennes,1998,7,1,130,1.4,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,5,5,16,0.69,0.0,0.69,0.69,0.69,0.67,0.07,0.74,0.67,0.74,Matches
368,369,Nemanja Maksimović,MF,Serbia,27,1.es Getafe,1995,3,1,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
369,370,Abdulellah Al-Malki,MF,Saudi Arabia,27,1.sa Al-Hilal,1994,2,2,174,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,7,2,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
370,371,Steve Mandanda,GK,France,37,1.fr Rennes,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
371,372,José María Giménez,DF,Uruguay,27,1.es Atlético Madrid,1995,3,3,270,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,12,2,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
372,373,João Mário,"FW,MF",Portugal,29,1.pt Benfica,1993,2,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
373,374,Marquinhos,DF,Brazil,28,1.fr Paris S-G,1994,5,4,426,4.7,0,0,0,0,0,0,1,0,0.2,0.2,0.8,0.9,7,32,3,0.0,0.0,0.0,0.0,0.0,0.04,0.17,0.21,0.04,0.21,Matches
374,375,Henry Martín,FW,Mexico,29,1.mx América,1992,2,2,146,1.6,1,0,1,1,0,0,0,0,0.9,0.9,0.2,1.1,0,1,6,0.62,0.0,0.62,0.62,0.62,0.57,0.13,0.7,0.57,0.7,Matches
375,376,Gabriel Martinelli,FW,Brazil,20,1.eng Arsenal,2001,3,1,113,1.3,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,10,3,20,0.0,0.0,0.0,0.0,0.0,0.42,0.14,0.56,0.42,0.56,Matches
376,377,Carlos Martínez,DF,Costa Rica,23,1.cr San Carlos,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
377,378,Emiliano Martínez,GK,Argentina,29,1.eng Aston Villa,1992,7,7,690,7.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
378,379,Lautaro Martínez,FW,Argentina,24,1.it Inter,1997,6,2,241,2.7,0,0,0,0,0,0,0,0,1.9,1.9,0.0,1.9,1,0,21,0.0,0.0,0.0,0.0,0.0,0.87,0.02,0.89,0.87,0.89,Matches
379,380,Lisandro Martínez,DF,Argentina,24,1.eng Manchester Utd,1998,5,2,303,3.4,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,3,6,2,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.25,0.04,0.25,Matches
380,381,Pape Matar Sarr,MF,Senegal,19,1.eng Tottenham,2002,2,0,59,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.17,0.05,0.22,0.17,0.22,Matches
381,382,Rónald Matarrita,"DF,MF",Costa Rica,27,1.us FC Cincinnati,1994,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
382,383,Eric Maxim Choupo-Moting,"FW,MF",Cameroon,33,1.de Bayern Munich,1989,3,3,253,2.8,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.9,3,13,4,0.36,0.0,0.36,0.36,0.36,0.29,0.02,0.31,0.29,0.31,Matches
383,384,Noussair Mazraoui,DF,Morocco,24,1.de Bayern Munich,1997,5,5,365,4.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,5,9,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,Matches
384,385,Kylian Mbappé,FW,France,23,1.fr Paris S-G,1998,7,6,598,6.6,8,2,10,6,2,2,0,0,5.2,3.6,1.3,5.0,40,25,79,1.2,0.3,1.51,0.9,1.2,0.82,0.21,1.04,0.58,0.79,Matches
385,386,Bryan Mbeumo,"FW,MF",Cameroon,22,1.eng Brentford,1999,3,3,233,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,2,3,17,0.0,0.0,0.0,0.0,0.0,0.08,0.11,0.19,0.08,0.19,Matches
386,387,Riley McGree,"FW,MF",Australia,23,2.eng Middlesbrough,1998,4,4,265,2.9,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.8,1,7,14,0.0,0.34,0.34,0.0,0.34,0.05,0.22,0.27,0.05,0.27,Matches
387,388,Weston McKennie,MF,United States,23,1.it Juventus,1998,4,4,271,3.0,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,10,19,18,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.27,0.13,0.27,Matches
388,389,Hannibal Mejbri,MF,Tunisia,19,2.eng Birmingham City,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
389,390,Memphis,FW,Netherlands,28,1.es Barcelona,1994,5,3,297,3.3,1,0,1,1,0,0,1,0,1.5,1.5,0.5,2.0,7,6,32,0.3,0.0,0.3,0.3,0.3,0.44,0.16,0.61,0.44,0.61,Matches
390,391,Nuno Mendes,DF,Portugal,19,1.fr Paris S-G,2002,1,1,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
391,392,Jhegson Méndez,MF,Ecuador,25,1.us LAFC,1997,2,2,180,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
392,393,Edouard Mendy,GK,Senegal,30,1.eng Chelsea,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
393,394,Nampalys Mendy,MF,Senegal,29,1.eng Leicester City,1992,4,3,272,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,9,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
394,395,Gideon Mensah,DF,Ghana,23,1.fr Auxerre,1998,1,1,87,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,1,4,3,0.0,1.03,1.03,0.0,1.03,0.0,0.28,0.28,0.0,0.28,Matches
395,396,Chris Mepham,DF,Wales,24,1.eng Bournemouth,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
396,397,Yassine Meriah,DF,Tunisia,28,1.tn Espérance de Tunis,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,11,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,Matches
397,398,Dries Mertens,"MF,FW",Belgium,35,1.tr Galatasaray,1987,2,1,76,0.8,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,2,1,10,0.0,0.0,0.0,0.0,0.0,0.94,0.17,1.11,0.94,1.11,Matches
398,399,Lionel Messi,FW,Argentina,34,1.fr Paris S-G,1987,7,7,690,7.7,7,3,10,3,4,5,1,0,6.6,2.7,2.5,5.2,29,66,37,0.91,0.39,1.3,0.39,0.78,0.94,0.35,1.3,0.38,0.74,Matches
399,400,Thomas Meunier,DF,Belgium,30,1.de Dortmund,1991,3,2,211,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,5,8,19,0.0,0.0,0.0,0.0,0.0,0.09,0.21,0.3,0.09,0.3,Matches
400,401,Nikola Milenković,DF,Serbia,24,1.it Fiorentina,1997,3,3,270,3.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,2,10,2,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
401,402,Arkadiusz Milik,"FW,MF",Poland,28,1.it Juventus,1994,3,1,101,1.1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,1,4,0.0,0.0,0.0,0.0,0.0,0.22,0.09,0.31,0.22,0.31,Matches
402,403,Sergej Milinković-Savić,MF,Serbia,27,1.it Lazio,1995,3,3,233,2.6,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,4,15,7,0.39,0.0,0.39,0.39,0.39,0.07,0.0,0.07,0.07,0.07,Matches
403,404,Vanja Milinković-Savić,GK,Serbia,25,1.it Torino,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
404,405,Éder Militão,DF,Brazil,24,1.es Real Madrid,1998,4,4,347,3.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,21,8,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,Matches
405,406,Liam Millar,DF,Canada,22,1.ch Basel,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
406,407,Kamal Miller,DF,Canada,25,1.us CF Montréal,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
407,408,Kim Min-jae,DF,Korea Republic,25,1.it Napoli,1996,3,3,269,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,20,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
408,409,Takumi Minamino,FW,Japan,27,1.fr Monaco,1995,3,0,60,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,6,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,Matches
409,410,Kaoru Mitoma,MF,Japan,25,1.eng Brighton,1997,4,0,165,1.8,0,1,1,0,0,0,0,0,0.1,0.1,1.2,1.3,8,3,6,0.0,0.55,0.55,0.0,0.55,0.05,0.83,0.88,0.05,0.88,Matches
410,411,Aleksandar Mitrović,FW,Serbia,27,1.eng Fulham,1994,3,3,262,2.9,2,0,2,2,0,0,1,0,1.6,1.6,0.7,2.4,2,5,11,0.69,0.0,0.69,0.69,0.69,0.57,0.24,0.81,0.57,0.81,Matches
411,412,Stefan Mitrović,DF,Serbia,32,1.es Getafe,1990,1,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
412,413,Filip Mladenović,DF,Serbia,30,1.pl Legia Warsaw,1991,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
413,414,Luka Modrić,MF,Croatia,36,1.es Real Madrid,1985,7,7,653,7.3,0,0,0,0,0,0,1,0,0.4,0.4,0.7,1.1,21,82,21,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.16,0.06,0.16,Matches
414,415,Ismaeel Mohammad,DF,Qatar,32,1.qa Al Duhail SC,1990,2,2,174,1.9,0,1,1,0,0,0,1,0,0.4,0.4,0.1,0.5,6,1,9,0.0,0.52,0.52,0.0,0.52,0.21,0.04,0.26,0.21,0.26,Matches
415,416,Milad Mohammadi,DF,IR Iran,28,1.gr AEK Athens,1993,3,3,196,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
416,417,Sadegh Moharrami,DF,IR Iran,26,1.hr Dinamo Zagreb,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
417,418,Nahuel Molina,DF,Argentina,24,1.es Atlético Madrid,1998,7,6,567,6.3,1,1,2,1,0,0,0,0,0.5,0.5,0.3,0.8,10,15,32,0.16,0.16,0.32,0.16,0.32,0.07,0.05,0.12,0.07,0.12,Matches
418,419,César Montes,DF,Mexico,25,1.mx Monterrey,1997,3,3,270,3.0,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.7,3,12,1,0.0,0.33,0.33,0.0,0.33,0.06,0.17,0.23,0.06,0.23,Matches
419,420,Gonzalo Montiel,"DF,MF",Argentina,25,1.es Sevilla,1997,4,1,118,1.3,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,4,4,11,0.0,0.0,0.0,0.0,0.0,0.02,0.4,0.43,0.02,0.43,Matches
420,421,Kim Moonhwan,DF,Korea Republic,26,1.kr Jeonbuk,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,2,13,33,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches
421,422,Kieffer Moore,FW,Wales,29,1.eng Bournemouth,1992,3,2,225,2.5,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.3,2,7,13,0.0,0.0,0.0,0.0,0.0,0.41,0.1,0.51,0.41,0.51,Matches
422,423,Shaq Moore,DF,United States,25,1.us Nashville,1996,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
423,424,Aaron Mooy,MF,Australia,31,1.sct Celtic,1990,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,19,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
