,min,squad,g+a_1,crdr,starts,pk,g-pk,ast,g-pk_1,crdy,mp,g+a-pk,gls_1,gls,player,g+a,ast_1
481,208,Belarus,1.30,0,2,0,2,1,0.87,0,3,1.30,0.87,2,Dmitry Antilevsky,3,0.43
482,241,Belgium,1.87,0,3,0,2,3,0.75,0,5,1.87,0.75,2,Dodi Lukebakio,5,1.12
483,219,Israel,0.00,0,3,0,0,0,0.00,1,4,0.00,0.00,0,Dolev Haziz,0,0.00
484,135,Croatia,0.00,0,1,0,0,0,0.00,1,2,0.00,0.00,0,Domagoj Vida,0,0.00
485,90,Lithuania,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Domantas Šimkus,0,0.00
486,277,Italy,0.97,0,4,0,2,1,0.65,0,4,0.97,0.65,2,Domenico Berardi,3,0.32
487,1,Scotland,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Dominic Hyam,0,0.00
488,690,Croatia,0.0,0,7,0,0,0,0.0,1,7,0.0,0.0,0,Dominik Livaković,0,0.0
489,720,Hungary,0.87,0,8,1,3,3,0.37,3,8,0.75,0.50,4,Dominik Szoboszlai,7,0.37
490,27,Bulgaria,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Dominik Yankov,0,0.00
491,135,Kosovo,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Donat Rrudhani,0,0.00
492,10,Lithuania,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Donatas Kazlauskas,0,0.00
493,321,Netherlands,0.28,0,2,0,0,1,0.00,0,7,0.28,0.00,0,Donyell Malen,1,0.28
494,653,Israel,0.14,0,9,0,1,0,0.14,1,9,0.14,0.14,1,Dor Peretz,1,0.00
495,402,Israel,0.00,0,4,0,0,0,0.00,1,6,0.00,0.00,0,Dor Turgeman,0,0.00
496,35,N. Macedonia,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Dorian Babunski,0,0.00
497,720,Moldova,0.00,0,8,0,0,0,0.00,2,8,0.00,0.00,0,Dorian Railean,0,0.00
498,177,Israel,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Doron Leidner,0,0.00
499,76,Belgium,0.0,0,1,0,0,0,0.0,0,2,0.0,0.0,0,Dries Mertens,0,0.0
500,289,Montenegro,0.62,0,3,0,0,2,0.00,2,6,0.62,0.00,0,Driton Camaj,2,0.62
501,13,Montenegro,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Dušan Bakić,0,0.00
502,257,Serbia,0.7,0,3,0,0,2,0.0,0,3,0.7,0.0,0,Dušan Tadić,2,0.7
503,79,Serbia,1.14,0,1,0,1,0,1.14,0,2,1.14,1.14,1,Dušan Vlahović,1,0.0
504,162,Tunisia,0.0,0,2,0,0,0,0.0,0,2,0.0,0.0,0,Dylan Bronn,0,0.0
505,9,Gibraltar,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Dylan Peacock,0,0.00
506,96,Belarus,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Dzianis Hračycha,0,0.00
507,52,Belarus,1.73,0,0,0,1,0,1.73,2,2,1.73,1.73,1,Dzyanis Laptsew,1,0.00
508,720,Belarus,0.12,0,8,0,1,0,0.12,0,8,0.12,0.12,1,Dzyanis Palyakow,1,0.00
509,178,Hungary,0.00,0,3,0,0,0,0.00,1,4,0.00,0.00,0,Dániel Gazdag,0,0.00
510,895,Slovakia,0.50,0,10,0,2,3,0.20,0,10,0.50,0.20,2,Dávid Hancko,5,0.30
511,14,Slovakia,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Dávid Strelec,0,0.00
512,90,Slovakia,1.00,0,0,0,1,0,1.00,0,6,1.00,1.00,1,Dávid Ďuriš,1,0.00
513,720,Hungary,0.00,0,8,0,0,0,0.00,1,8,0.00,0.00,0,Dénes Dibusz,0,0.00
514,24,Latvia,0.00,0,0,0,0,0,0.00,0,4,0.00,0.00,0,Dāvis Ikaunieks,0,0.00
515,90,Lithuania,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Džiugas Bartkus,0,0.00
516,21,England,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Eberechi Eze,0,0.00
517,98,Azerbaijan,0.00,1,2,0,0,0,0.00,3,3,0.00,0.00,0,Eddy Silvestre,0,0.00
518,124,Belgium,0.0,0,2,0,0,0,0.0,0,3,0.0,0.0,0,Eden Hazard,0,0.0
519,90,Brazil,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Ederson,0,0.0
520,110,Armenia,0.00,0,1,0,0,0,0.00,0,3,0.00,0.00,0,Edgar Sevikyan,0,0.00
521,215,Lithuania,0.00,0,3,0,0,0,0.00,2,3,0.00,0.00,0,Edgaras Utkus,0,0.00
522,145,Switzerland,0.0,0,1,0,0,0,0.0,0,3,0.0,0.0,0,Edimilson Fernandes,0,0.0
523,642,Bosnia & Herz'na,0.28,0,7,0,1,1,0.14,1,8,0.28,0.14,1,Edin Džeko,2,0.14
524,124,Uruguay,0.0,0,1,0,0,0,0.0,1,3,0.0,0.0,0,Edinson Cavani,0,0.0
525,309,Kosovo,0.29,0,2,0,1,0,0.29,1,6,0.29,0.29,1,Edon Zhegrova,1,0.00
526,360,Senegal,0.0,0,4,0,0,0,0.0,0,4,0.0,0.0,0,Edouard Mendy,0,0.0
527,175,Mexico,0.0,0,2,0,0,0,0.0,1,2,0.0,0.0,0,Edson Álvarez,0,0.0
528,30,Ukraine,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Eduard Sobol,0,0.00
529,720,Armenia,0.12,0,8,0,0,1,0.00,1,8,0.12,0.00,0,Eduard Spertsyan,1,0.12
530,140,France,0.0,0,1,0,0,0,0.0,0,2,0.0,0.0,0,Eduardo Camavinga,0,0.0
531,262,Latvia,0.00,0,3,0,0,0,0.00,1,7,0.00,0.00,0,Eduards Daškevičs,0,0.00
532,396,Latvia,0.23,1,4,0,1,0,0.23,5,5,0.23,0.23,1,Eduards Emsis,1,0.00
533,264,Montenegro,0.34,0,3,0,1,0,0.34,2,3,0.34,0.34,1,Edvin Kuč,1,0.00
534,33,Luxembourg,0.00,0,0,0,0,0,0.00,0,3,0.00,0.00,0,Edvin Muratović,0,0.00
535,450,Lithuania,0.00,0,5,0,0,0,0.00,0,5,0.00,0.00,0,Edvinas Gertmonas,0,0.00
536,495,Lithuania,0.36,0,6,0,1,1,0.18,1,6,0.36,0.18,1,Edvinas Girdvainis,2,0.18
537,90,Norway,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Egil Selvik,0,0.00
538,45,N. Macedonia,0.00,0,0,0,0,0,0.00,1,1,0.00,0.00,0,Egzon Bejtulai,0,0.00
539,237,IR Iran,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Ehsan Hajsafi,0,0.0
540,129,Kosovo,0.00,0,2,0,0,0,0.00,1,3,0.00,0.00,0,Elba Rashani,0,0.00
541,32,Bosnia & Herz'na,0.00,0,0,0,0,0,0.00,0,3,0.00,0.00,0,Eldar Ćivić,0,0.00
542,46,Luxembourg,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Eldin Dzogovic,0,0.00
543,800,Israel,0.00,0,10,0,0,0,0.00,1,10,0.00,0.00,0,Eli Dasa,0,0.00
544,810,San Marino,0.00,0,9,0,0,0,0.00,0,9,0.00,0.00,0,Elia Benedettini,0,0.00
545,61,Denmark,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Elias Jelert,0,0.00
546,701,N. Macedonia,0.39,0,8,0,3,0,0.39,1,8,0.39,0.39,3,Elif Elmas,3,0.00
547,343,Lithuania,0.00,0,4,0,0,0,0.00,1,7,0.00,0.00,0,Eligijus Jankauskas,0,0.00
548,75,Kazakhstan,0.00,0,1,0,0,0,0.00,1,3,0.00,0.00,0,Elkhan Astanov,0,0.00
549,270,Tunisia,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Ellyes Skhiri,0,0.0
550,630,Albania,0.14,0,7,0,0,1,0.00,1,7,0.14,0.00,0,Elseid Hysaj,1,0.14
551,121,Azerbaijan,0.00,0,1,0,0,0,0.00,0,5,0.00,0.00,0,Elvin Camalov,0,0.00
552,553,Azerbaijan,0.16,0,8,0,0,1,0.00,2,8,0.16,0.00,0,Elvin Cəfərquliyev,1,0.16
553,21,Latvia,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Elvis Stuglis,0,0.00
554,180,Iceland,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Elías Rafn Ólafsson,0,0.00
555,90,Italy,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Emerson Palmieri,0,0.00
556,90,Azerbaijan,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Emil Balayev,0,0.00
557,609,Sweden,0.44,0,8,0,2,1,0.30,0,8,0.44,0.30,2,Emil Forsberg,3,0.15
558,28,Sweden,3.21,0,0,0,1,0,3.21,0,2,3.21,3.21,1,Emil Holm,1,0.00
559,121,Sweden,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Emil Krafth,0,0.00
560,55,Azerbaijan,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Emil Səfərov,0,0.00
561,690,Argentina,0.0,0,7,0,0,0,0.0,1,7,0.0,0.0,0,Emiliano Martínez,0,0.0
562,180,Lithuania,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Emilijus Zubas,0,0.00
563,690,Azerbaijan,0.52,0,8,0,3,1,0.39,2,8,0.52,0.39,3,Emin Mahmudov,4,0.13
564,333,Greece,0.27,0,3,0,1,0,0.27,2,7,0.27,0.27,1,Emmanouil Siopis,1,0.00
565,45,Rep. of Ireland,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Enda Stevens,0,0.00
566,191,Hungary,0.00,0,2,0,0,0,0.00,2,4,0.00,0.00,0,Endre Botka,0,0.00
567,90,Albania,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Enea Mihaj,0,0.00
568,629,Luxembourg,0.00,0,7,0,0,0,0.00,4,8,0.00,0.00,0,Enes Mahmutovic,0,0.00
569,164,Türkiye,0.55,0,2,0,0,1,0.00,0,2,0.55,0.00,0,Enes Ünal,1,0.55
570,696,N. Macedonia,0.78,0,8,1,2,3,0.26,1,8,0.65,0.39,3,Enis Bardhi,6,0.39
571,255,Ecuador,1.06,0,3,1,2,0,0.71,0,3,0.71,1.06,3,Enner Valencia,3,0.0
572,13,San Marino,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Enrico Golinucci,0,0.00
573,360,Malta,0.00,0,4,0,0,0,0.00,0,4,0.00,0.00,0,Enrico Pepe,0,0.00
574,90,Cameroon,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Enzo Ebosse,0,0.0
575,564,Argentina,0.32,0,5,0,1,1,0.16,1,7,0.32,0.16,1,Enzo Fernández,2,0.16
576,270,Northern Ireland,0.00,0,3,0,0,0,0.00,0,3,0.00,0.00,0,Eoin Toal,0,0.00
577,296,Israel,0.61,0,3,1,1,0,0.30,2,4,0.30,0.61,2,Eran Zahavi,2,0.00
578,46,Switzerland,0.0,0,0,0,0,0,0.0,1,2,0.0,0.0,0,Eray Cömert,0,0.0
579,115,Andorra,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Eric De Pablos,0,0.00
580,36,England,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Eric Dier,0,0.0
581,253,Cameroon,0.36,0,3,0,1,0,0.36,0,3,0.36,0.36,1,Eric Maxim Choupo-Moting,1,0.0
582,636,Andorra,0.00,0,7,0,0,0,0.00,3,10,0.00,0.00,0,Eric Vales,0,0.00
583,49,Mexico,0.0,0,0,0,0,0,0.0,1,1,0.0,0.0,0,Erick Gutiérrez,0,0.0
584,494,Slovenia,0.36,0,6,0,2,0,0.36,1,6,0.36,0.36,2,Erik Janža,2,0.00
585,6,Slovakia,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Erik Jirka,0,0.00
586,5,Armenia,0.00,0,0,0,0,0,0.00,1,1,0.00,0.00,0,Erik Piloyan,0,0.00
587,62,Estonia,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Erik Sorga,0,0.00
588,180,Kazakhstan,0.50,0,1,0,0,1,0.00,0,7,0.50,0.00,0,Erkin Tapalov,1,0.50
589,426,Norway,1.48,0,5,2,4,1,0.85,0,5,1.06,1.27,6,Erling Haaland,7,0.21
590,148,Kosovo,0.00,0,0,0,0,0,0.00,0,3,0.00,0.00,0,Ermal Krasniqi,0,0.00
591,686,Bosnia & Herz'na,0.13,0,8,0,0,1,0.00,0,9,0.13,0.00,0,Ermedin Demirović,1,0.13
592,60,Albania,1.50,0,0,0,1,0,1.50,0,4,1.50,1.50,1,Ernest Muçi,1,0.00
593,255,Wales,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Ethan Ampadu,0,0.0
594,516,Gibraltar,0.00,0,6,0,0,0,0.00,0,6,0.00,0.00,0,Ethan Britto,0,0.00
595,251,Gibraltar,0.00,0,1,0,0,0,0.00,1,6,0.00,0.00,0,Ethan Jolley,0,0.00
596,18,Gibraltar,0.00,1,1,0,0,0,0.00,0,2,0.00,0.00,0,Ethan Santos,0,0.00
597,450,Albania,0.00,0,5,0,0,0,0.00,0,5,0.00,0.00,0,Etrit Berisha,0,0.00
598,188,Gibraltar,0.00,0,2,0,0,0,0.00,1,3,0.00,0.00,0,Evan De Haro,0,0.00
599,446,Rep. of Ireland,0.61,0,6,0,2,1,0.40,0,6,0.61,0.40,2,Evan Ferguson,3,0.20
600,36,Brazil,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Everton Ribeiro,0,0.0
601,230,Belarus,0.39,0,3,0,0,1,0.00,1,4,0.39,0.00,0,Evgeni Yablonski,1,0.39
602,68,Türkiye,0.00,0,0,0,0,0,0.00,0,3,0.00,0.00,0,Evren Eren Elmalı,0,0.00
603,50,Argentina,0.0,0,0,0,0,0,0.0,0,3,0.0,0.0,0,Exequiel Palacios,0,0.0
604,707,N. Macedonia,0.13,0,8,0,0,1,0.00,1,8,0.13,0.00,0,Ezgjan Alioski,1,0.13
605,25,Switzerland,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Fabian Frei,0,0.0
606,68,Switzerland,0.0,0,1,0,0,0,0.0,1,2,0.0,0.0,0,Fabian Rieder,0,0.0
607,135,Switzerland,0.0,0,2,0,0,0,0.0,2,2,0.0,0.0,0,Fabian Schär,0,0.0
608,90,Brazil,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Fabinho,0,0.0
609,89,Liechtenstein,0.00,0,1,0,0,0,0.00,0,3,0.00,0.00,0,Fabio Luque-Notaro,0,0.00
610,66,San Marino,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Fabio Tomassini,0,0.00
611,161,Liechtenstein,0.00,0,1,0,0,0,0.00,1,5,0.00,0.00,0,Fabio Wolfinger,0,0.00
612,280,Spain,0.64,0,3,0,0,2,0.00,0,4,0.64,0.00,0,Fabián Ruiz Peña,2,0.64
613,181,Uruguay,0.0,0,2,0,0,0,0.0,0,3,0.0,0.0,0,Facundo Pellistri,0,0.0
614,92,Senegal,0.98,0,1,0,1,0,0.98,0,2,0.98,0.98,1,Famara Diedhiou,1,0.0
615,6,Lithuania,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Faustas Steponavičius,0,0.00
616,141,Italy,1.28,0,2,0,2,0,1.28,0,2,1.28,1.28,2,Federico Chiesa,2,0.00
617,424,Italy,0.21,0,5,0,0,1,0.00,1,6,0.21,0.00,0,Federico Dimarco,1,0.21
618,90,Italy,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Federico Gatti,0,0.00
619,270,Uruguay,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Federico Valverde,0,0.0
620,548,Türkiye,0.00,0,7,0,0,0,0.00,1,7,0.00,0.00,0,Ferdi Kadioglu,0,0.00
621,352,Malta,0.00,0,4,0,0,0,0.00,1,4,0.00,0.00,0,Ferdinando Apap,0,0.00
622,274,Liechtenstein,0.00,0,4,0,0,0,0.00,0,4,0.00,0.00,0,Ferhat Saglam,0,0.00
623,48,Tunisia,0.0,0,0,0,0,0,0.0,1,2,0.0,0.0,0,Ferjani Sassi,0,0.0
624,217,Spain,0.83,0,3,1,1,0,0.41,0,4,0.41,0.83,2,Ferrán Torres,2,0.0
625,11,Rep. of Ireland,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Festy Ebosele,0,0.00
626,720,Kosovo,0.00,0,8,0,0,0,0.00,1,8,0.00,0.00,0,Fidan Aliti,0,0.00
627,45,England,0.00,0,1,0,0,0,0.00,1,1,0.00,0.00,0,Fikayo Tomori,0,0.00
628,270,Sweden,0.00,0,3,0,0,0,0.00,1,3,0.00,0.00,0,Filip Helander,0,0.00
629,179,Serbia,0.0,0,2,0,0,0,0.0,0,2,0.0,0.0,0,Filip Kostić,0,0.0
630,312,Bulgaria,0.29,0,3,0,0,1,0.00,0,5,0.29,0.00,0,Filip Krastev,1,0.29
631,24,Poland,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Filip Marchwiński,0,0.00
632,65,Serbia,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Filip Mladenović,0,0.0
633,34,Azerbaijan,0.00,0,0,0,0,0,0.00,0,3,0.00,0.00,0,Filip Ozobić,0,0.00
634,36,Switzerland,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Filip Ugrinic,0,0.00
635,33,Montenegro,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Filip Đukić,0,0.00
636,14,Serbia,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Filip Đuričić,0,0.0
637,274,San Marino,0.33,0,4,1,0,0,0.00,0,5,0.00,0.33,1,Filippo Berardi,1,0.00
638,600,San Marino,0.00,0,7,0,0,0,0.00,3,7,0.00,0.00,0,Filippo Fabbri,0,0.00
639,453,Lithuania,0.79,0,6,0,2,2,0.40,1,7,0.79,0.40,2,Fiodor Černych,4,0.40
640,268,Saudi Arabia,0.34,0,3,0,0,1,0.0,0,3,0.34,0.0,0,Firas Al-Buraikan,1,0.34
641,45,Austria,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Flavius Daniliuc,0,0.00
642,396,Kosovo,0.23,0,4,0,0,1,0.00,0,7,0.23,0.00,0,Florent Hadergjonaj,1,0.23
643,662,Kosovo,0.14,0,7,0,0,1,0.00,0,10,0.14,0.00,0,Florent Muslija,1,0.14
644,533,Luxembourg,0.34,0,5,0,0,2,0.00,2,9,0.34,0.00,0,Florian Bohnert,2,0.34
645,204,Austria,0.88,0,2,0,0,2,0.00,1,4,0.88,0.00,0,Florian Grillitsch,2,0.88
646,131,Austria,0.69,0,1,0,1,0,0.69,0,5,0.69,0.69,1,Florian Kainz,1,0.00
647,260,Kosovo,0.00,0,4,0,0,0,0.00,2,5,0.00,0.00,0,Florian Loshaj,0,0.00
648,27,Romania,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Florin Tănase,0,0.00
649,431,Romania,0.21,0,6,0,1,0,0.21,1,7,0.21,0.21,1,Florinel Coman,1,0.00
650,7,Senegal,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Fodé Ballo-Touré,0,0.0
651,363,Greece,0.50,0,4,0,2,0,0.50,1,6,0.50,0.50,2,Fotis Ioannidis,2,0.00
652,135,Spain,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Fran Garcia,0,0.00
653,93,Australia,0.0,0,1,0,0,0,0.0,0,2,0.0,0.0,0,Fran Karačić,0,0.0
654,332,Italy,0.00,0,4,0,0,0,0.00,2,4,0.00,0.00,0,Francesco Acerbi,0,0.00
655,180,Costa Rica,0.0,0,2,0,0,0,0.0,2,2,0.0,0.0,0,Francisco Calvo,0,0.0
656,142,Brazil,0.0,0,2,0,0,0,0.0,1,4,0.0,0.0,0,Fred,0,0.0
657,197,Norway,0.00,0,2,0,0,0,0.00,0,3,0.00,0.00,0,Fredrik André Bjørkan,0,0.00
658,663,Norway,0.41,0,8,0,1,2,0.14,1,8,0.41,0.14,1,Fredrik Aursnes,3,0.27
659,84,Finland,0.00,0,1,0,0,0,0.00,0,3,0.00,0.00,0,Fredrik Jensen,0,0.00
660,475,Netherlands,0.38,0,5,0,1,1,0.19,1,5,0.38,0.19,1,Frenkie de Jong,2,0.19
661,270,Ecuador,0.33,0,3,0,0,1,0.0,0,3,0.33,0.0,0,Félix Torres Caicedo,1,0.33
662,96,Sweden,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Gabriel Gudmundsson,0,0.00
663,93,Brazil,0.0,0,1,0,0,0,0.0,0,3,0.0,0.0,0,Gabriel Jesus,0,0.0
664,113,Brazil,0.0,0,1,0,0,0,0.0,0,3,0.0,0.0,0,Gabriel Martinelli,0,0.0
665,194,Israel,0.46,0,3,0,1,0,0.46,1,3,0.46,0.46,1,Gadi Kinda,1,0.00
666,37,Australia,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Garang Kuol,0,0.0
667,225,Wales,0.4,0,3,1,0,0,0.0,1,3,0.0,0.4,1,Gareth Bale,1,0.0
668,284,Spain,0.32,0,4,0,1,0,0.32,0,4,0.32,0.32,1,Gavi,1,0.0
669,720,Rep. of Ireland,0.00,0,8,0,0,0,0.00,1,8,0.00,0.00,0,Gavin Bazunu,0,0.00
670,22,Northern Ireland,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Gavin Whyte,0,0.00
671,440,Israel,0.41,0,3,0,1,1,0.20,1,10,0.41,0.20,1,Gavriel Kanichowsky,2,0.20
672,47,Cameroon,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Gaël Ondoua,0,0.0
673,395,Greece,0.23,0,5,0,0,1,0.00,1,5,0.23,0.00,0,George Baldock,1,0.23
674,272,Romania,0.33,0,3,0,1,0,0.33,3,6,0.33,0.33,1,George Pușcaș,1,0.00
675,599,Northern Ireland,0.00,0,7,0,0,0,0.00,2,9,0.00,0.00,0,George Saville,0,0.00
676,705,Georgia,0.38,0,8,1,2,0,0.26,0,10,0.26,0.38,3,Georges Mikautadze,3,0.00
677,27,Cameroon,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Georges-Kévin N'Koudou,0,0.0
678,720,Armenia,0.00,0,8,0,0,0,0.00,0,8,0.00,0.00,0,Georgi Harutyunyan,0,0.00
679,295,Bulgaria,0.31,0,2,0,1,0,0.31,2,8,0.31,0.31,1,Georgi Rusev,1,0.00
680,263,Estonia,0.00,0,3,0,0,0,0.00,1,6,0.00,0.00,0,Georgi Tunjov,0,0.00
681,135,Netherlands,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Georginio Wijnaldum,0,0.00
682,1,Greece,0.00,0,0,0,0,0,0.00,1,1,0.00,0.00,0,Georgios Tzavellas,0,0.00
683,60,Argentina,0.0,0,0,0,0,0,0.0,1,3,0.0,0.0,0,Germán Pezzella,0,0.0
684,73,Austria,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Gernot Trauner,0,0.00
685,629,Luxembourg,0.86,0,6,1,4,1,0.57,1,8,0.72,0.72,5,Gerson Rodrigues,6,0.14
686,64,Costa Rica,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Gerson Torres,0,0.0
687,17,Tunisia,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Ghaylène Chaalali,0,0.0
688,147,Italy,0.61,0,2,0,1,0,0.61,0,2,0.61,0.61,1,Giacomo Bonaventura,1,0.00
689,310,Italy,0.58,0,4,0,1,1,0.29,0,6,0.58,0.29,1,Giacomo Raspadori,2,0.29
690,148,Italy,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Gianluca Mancini,0,0.00
691,148,Italy,0.61,0,1,0,1,0,0.61,0,6,0.61,0.61,1,Gianluca Scamacca,1,0.00
692,720,Italy,0.00,0,8,0,0,0,0.00,0,8,0.00,0.00,0,Gianluigi Donnarumma,0,0.00
693,121,Greece,0.00,0,0,0,0,0,0.00,1,4,0.00,0.00,0,Giannis Konstantelias,0,0.00
694,23,Greece,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Giannis Papanikolaou,0,0.00
695,14,Cyprus,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Giannis Satsias,0,0.00
696,87,Ghana,1.03,0,1,0,0,1,0.0,0,1,1.03,0.0,0,Gideon Mensah,1,1.03
697,220,Faroe Islands,0.00,0,3,0,0,0,0.00,2,4,0.00,0.00,0,Gilli Rólantsson,0,0.00
698,53,United States,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Gio Reyna,0,0.0
699,134,Georgia,0.00,0,2,0,0,0,0.00,2,2,0.00,0.00,0,Giorgi Aburjania,0,0.00
700,1,Georgia,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Giorgi Beridze,0,0.00
701,558,Georgia,0.65,0,6,0,1,3,0.16,2,8,0.65,0.16,1,Giorgi Chakvetadze,4,0.48
702,263,Georgia,0.00,0,3,0,0,0,0.00,2,6,0.00,0.00,0,Giorgi Gocholeishvili,0,0.00
703,550,Georgia,0.00,0,6,0,0,0,0.00,1,6,0.00,0.00,0,Giorgi Kochorashvili,0,0.00
704,17,Georgia,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Giorgi Kvilitaia,0,0.00
705,930,Georgia,0.00,0,10,0,0,0,0.00,0,10,0.00,0.00,0,Giorgi Mamardashvili,0,0.00
706,108,Uruguay,1.67,0,1,0,2,0,1.67,0,2,1.67,1.67,2,Giorgian De Arrascaeta,2,0.0
707,294,Italy,0.00,0,3,0,0,0,0.00,2,4,0.00,0.00,0,Giorgio Scalvini,0,0.00
708,327,Greece,0.55,0,3,0,1,1,0.28,0,9,0.55,0.28,1,Giorgos Giakoumakis,2,0.28
709,853,Greece,0.74,0,10,0,5,2,0.53,0,10,0.74,0.53,5,Giorgos Masouras,7,0.21
710,495,Italy,0.18,0,6,0,0,1,0.00,3,6,0.18,0.00,0,Giovanni Di Lorenzo,1,0.18
711,404,N. Macedonia,0.00,0,5,0,0,0,0.00,0,5,0.00,0.00,0,Gjoko Zajkov,0,0.00
712,109,Brazil,0.0,0,1,0,0,0,0.0,0,2,0.0,0.0,0,Gleison Bremer,0,0.0
713,825,Finland,0.22,0,9,0,1,1,0.11,0,11,0.22,0.11,1,Glen Kamara,2,0.11
714,652,Bosnia & Herz'na,0.00,0,7,0,0,0,0.00,1,9,0.00,0.00,0,Gojko Cimirot,0,0.00
715,118,Argentina,0.0,0,1,0,0,0,0.0,3,4,0.0,0.0,0,Gonzalo Montiel,0,0.0
716,269,Ecuador,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Gonzalo Plata,0,0.0
717,384,Portugal,0.94,0,4,0,2,2,0.47,0,5,0.94,0.47,2,Gonçalo Inácio,4,0.47
718,152,Portugal,2.37,0,2,0,3,1,1.78,0,4,2.37,1.78,3,Gonçalo Ramos,4,0.59
719,146,Gibraltar,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Graeme Torilla,0,0.00
720,360,Switzerland,0.0,0,4,0,0,0,0.0,1,4,0.0,0.0,0,Granit Xhaka,0,0.0
721,180,Scotland,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Grant Hanley,0,0.00
722,466,Armenia,0.39,0,6,0,2,0,0.39,1,7,0.39,0.39,2,Grant Ranos,2,0.00
