,min,squad,g+a_1,crdr,starts,pk,g-pk,ast,g-pk_1,crdy,mp,g+a-pk,gls_1,gls,player,g+a,ast_1
966,703,Rep. of Ireland,0.00,0,8,0,0,0,0.00,1,8,0.00,0.00,0,Josh Cullen,0,0.00
967,269,Northern Ireland,0.33,0,2,0,1,0,0.33,0,7,0.33,0.33,1,Josh Magennis,1,0.00
968,157,United States,0.0,0,2,0,0,0,0.0,0,3,0.0,0.0,0,Josh Sargent,0,0.0
969,362,Azerbaijan,0.00,0,4,0,0,0,0.00,1,5,0.00,0.00,0,Joshgun Diniyev,0,0.00
970,270,Germany,0.0,0,3,0,0,0,0.0,1,3,0.0,0.0,0,Joshua Kimmich,0,0.0
971,107,Croatia,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Josip Brekalo,0,0.00
972,600,Croatia,0.15,0,6,0,0,1,0.0,0,6,0.15,0.0,0,Josip Juranović,1,0.15
973,90,Croatia,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Josip Stanišić,0,0.0
974,90,Croatia,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Josip Šutalo,0,0.0
975,59,Ecuador,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,José Cifuentes,0,0.0
976,330,Spain,0.55,0,4,0,0,2,0.00,0,4,0.55,0.00,0,José Luis Gayà,2,0.55
977,270,Uruguay,0.0,0,3,0,0,0,0.0,1,3,0.0,0.0,0,José María Giménez,0,0.0
978,90,Portugal,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,José Sá,0,0.00
979,360,N. Macedonia,0.25,0,5,0,1,0,0.25,1,5,0.25,0.25,1,Jovan Manev,1,0.00
980,310,Portugal,0.0,0,3,0,0,0,0.0,0,4,0.0,0.0,0,João Cancelo,0,0.0
981,331,Portugal,0.82,0,4,0,1,2,0.27,1,4,0.82,0.27,1,João Félix,3,0.54
982,84,Portugal,0.0,0,1,0,0,0,0.0,0,2,0.0,0.0,0,João Mário,0,0.0
983,66,Portugal,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,João Mário Lopes,0,0.00
984,14,Portugal,0.00,0,0,0,0,0,0.00,0,3,0.00,0.00,0,João Neves,0,0.00
985,38,Portugal,0.0,0,0,0,0,0,0.0,0,3,0.0,0.0,0,João Palhinha,0,0.0
986,630,Cyprus,0.00,0,7,0,0,0,0.00,0,7,0.00,0.00,0,Joël Mall,0,0.00
987,690,Croatia,0.13,0,7,0,1,0,0.13,0,7,0.13,0.13,1,Joško Gvardiol,1,0.0
988,108,Malta,0.00,0,1,0,0,0,0.00,0,3,0.00,0.00,0,Juan Corbalan,0,0.00
989,5,Argentina,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Juan Foyth,0,0.0
990,90,Costa Rica,1.0,0,1,0,1,0,1.0,0,1,1.0,1.0,1,Juan Pablo Vargas,1,0.0
991,414,England,0.43,0,5,0,1,1,0.22,0,5,0.43,0.22,1,Jude Bellingham,2,0.22
992,480,France,0.0,0,5,0,0,0,0.0,1,6,0.0,0.0,0,Jules Koundé,0,0.0
993,436,Norway,0.21,0,5,0,0,1,0.00,1,7,0.21,0.00,0,Julian Ryerson,1,0.21
994,66,Gibraltar,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Julian Valarino,0,0.00
995,169,Liechtenstein,0.00,0,3,0,0,0,0.00,0,6,0.00,0.00,0,Julien Hasler,0,0.00
996,464,Argentina,0.78,0,5,0,4,0,0.78,0,7,0.78,0.78,4,Julián Álvarez,4,0.0
997,303,Korea Republic,0.0,0,4,0,0,0,0.0,2,4,0.0,0.0,0,Jung Woo-young,0,0.0
998,113,Austria,0.00,0,1,0,0,0,0.00,0,3,0.00,0.00,0,Junior Adamu,0,0.00
999,161,Canada,0.0,0,2,0,0,0,0.0,1,3,0.0,0.0,0,Junior Hoilett,0,0.0
1000,324,Japan,0.28,0,3,0,0,1,0.0,0,4,0.28,0.0,0,Junya Ito,1,0.28
1001,684,Slovakia,0.53,0,8,0,2,2,0.26,0,9,0.53,0.26,2,Juraj Kucka,4,0.26
1002,199,Slovenia,0.00,0,2,0,0,0,0.00,0,5,0.00,0.00,0,Jure Balkovec,0,0.00
1003,18,Malta,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Jurgen Degabriele,0,0.00
1004,390,Netherlands,0.0,0,4,0,0,0,0.0,1,4,0.0,0.0,0,Jurriën Timber,0,0.0
1005,556,Lithuania,0.32,1,7,0,0,2,0.00,2,7,0.32,0.00,0,Justas Lasickas,2,0.32
1006,524,Bosnia & Herz'na,0.00,0,5,0,0,0,0.00,1,10,0.00,0.00,0,Jusuf Gazibegović,0,0.00
1007,569,Faroe Islands,0.00,0,7,0,0,0,0.00,1,8,0.00,0.00,0,Jákup Andreasen,0,0.00
1008,12,Hungary,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,János Ferenczi,0,0.00
1009,395,Faroe Islands,0.23,0,5,0,0,1,0.00,0,7,0.23,0.00,0,Jóan Símun Edmundsson,1,0.23
1010,450,Faroe Islands,0.00,0,5,0,0,0,0.00,0,7,0.00,0.00,0,Jóannes Bjartalíð,0,0.00
1011,115,Faroe Islands,0.00,0,1,0,0,0,0.00,1,3,0.00,0.00,0,Jóannes Danielsen,0,0.00
1012,765,Iceland,0.12,0,9,0,0,1,0.00,3,9,0.12,0.00,0,Jóhann Berg Guðmundsson,1,0.12
1013,681,Iceland,0.66,0,8,0,0,5,0.00,2,11,0.66,0.00,0,Jón Dagur Þorsteinsson,5,0.66
1014,198,Norway,0.91,0,2,0,1,1,0.45,0,5,0.91,0.45,1,Jørgen Strand Larsen,2,0.45
1015,492,Latvia,0.18,0,6,0,1,0,0.18,1,6,0.18,0.18,1,Jānis Ikaunieks,1,0.00
1016,22,Türkiye,0.00,0,0,0,0,0,0.00,1,3,0.00,0.00,0,Kaan Ayhan,0,0.00
1017,669,Finland,0.00,0,7,0,0,0,0.00,0,9,0.00,0.00,0,Kaan Kairinen,0,0.00
1018,102,Germany,1.76,0,1,0,2,0,1.76,0,2,1.76,1.76,2,Kai Havertz,2,0.0
1019,360,Senegal,0.25,0,4,0,1,0,0.25,1,4,0.25,0.25,1,Kalidou Koulibaly,1,0.0
1020,42,England,2.14,0,0,0,0,1,0.0,0,2,2.14,0.0,0,Kalvin Phillips,1,2.14
1021,270,Canada,0.0,0,3,0,0,0,0.0,1,3,0.0,0.0,0,Kamal Miller,0,0.0
1022,58,Ghana,0.0,0,0,0,0,0,0.0,1,2,0.0,0.0,0,Kamaldeen Sulemana,0,0.0
1023,360,Poland,0.0,0,4,0,0,0,0.0,0,4,0.0,0.0,0,Kamil Glik,0,0.0
1024,4,Poland,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Kamil Grosicki,0,0.0
1025,208,Armenia,0.00,0,2,0,0,0,0.00,0,3,0.00,0.00,0,Kamo Hovhannisyan,0,0.00
1026,165,Japan,0.55,0,0,0,0,1,0.0,0,4,0.55,0.0,0,Kaoru Mitoma,1,0.55
1027,35,IR Iran,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Karim Ansarifard,0,0.0
1028,185,Qatar,0.0,0,2,0,0,0,0.0,1,3,0.0,0.0,0,Karim Boudiaf,0,0.0
1029,20,Austria,0.00,0,0,0,0,0,0.00,0,3,0.00,0.00,0,Karim Onisiwo,0,0.00
1030,810,Estonia,0.00,0,9,0,0,0,0.00,0,9,0.00,0.00,0,Karl Jakob Hein,0,0.00
1031,166,Cameroon,0.0,0,2,0,0,0,0.0,0,3,0.0,0.0,0,Karl Toko Ekambi,0,0.0
1032,180,Poland,0.00,0,2,0,0,0,0.00,1,4,0.00,0.00,0,Karol Linetty,0,0.00
1033,720,Estonia,0.00,0,8,0,0,0,0.00,3,8,0.00,0.00,0,Karol Mets,0,0.00
1034,45,Poland,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Karol Świderski,0,0.0
1035,11,Lithuania,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Karolis Laukžemis,0,0.00
1036,45,Lithuania,0.00,0,1,0,0,0,0.00,1,1,0.00,0.00,0,Karolis Uzėla,0,0.00
1037,306,Latvia,0.00,0,3,0,0,0,0.00,1,4,0.00,0.00,0,Kaspars Dubra,0,0.00
1038,114,Denmark,0.0,0,1,0,0,0,0.0,0,3,0.0,0.0,0,Kasper Dolberg,0,0.0
1039,270,Denmark,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Kasper Schmeichel,0,0.0
1040,114,Australia,0.0,0,1,0,0,0,0.0,0,4,0.0,0.0,0,Keanu Baccus,0,0.0
1041,172,Albania,0.00,0,2,0,0,0,0.00,0,5,0.00,0.00,0,Keidi Bare,0,0.00
1042,43,United States,0.0,0,0,0,0,0,0.0,1,2,0.0,0.0,0,Kellyn Acosta,0,0.0
1043,78,Malta,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Kemar Reid,0,0.00
1044,72,Estonia,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Ken Kallaste,0,0.00
1045,270,Sweden,0.33,0,3,0,0,1,0.00,0,3,0.33,0.00,0,Ken Sema,1,0.33
1046,94,Bosnia & Herz'na,0.00,0,1,0,0,0,0.00,0,4,0.00,0.00,0,Kenan Kodro,0,0.00
1047,90,Bosnia & Herz'na,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Kenan Pirić,0,0.00
1048,37,Türkiye,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Kenan Yıldız,0,0.00
1049,225,Costa Rica,0.0,0,2,0,0,0,0.0,0,3,0.0,0.0,0,Kendall Waston,0,0.0
1050,5,Netherlands,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Kenneth Taylor,0,0.0
1051,21,Liechtenstein,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Kenny Kindle,0,0.00
1052,175,Scotland,1.03,0,1,0,1,1,0.51,0,7,1.03,0.51,1,Kenny McLean,2,0.51
1053,180,Spain,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Kepa Arrizabalaga,0,0.00
1054,588,Türkiye,0.31,0,7,0,2,0,0.31,2,8,0.31,0.31,2,Kerem Aktürkoğlu,2,0.00
1055,138,Hungary,0.00,0,1,0,0,0,0.00,1,5,0.00,0.00,0,Kevin Csoboth,0,0.00
1056,245,Austria,0.00,0,3,0,0,0,0.00,0,3,0.00,0.00,0,Kevin Danso,0,0.00
1057,270,Belgium,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Kevin De Bruyne,0,0.0
1058,12,Scotland,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Kevin Nisbet,0,0.00
1059,2,Ecuador,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Kevin Rodríguez,0,0.0
1060,70,Mexico,0.0,0,1,0,0,0,0.0,0,2,0.0,0.0,0,Kevin Álvarez,0,0.0
1061,66,Estonia,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Kevor Palumets,0,0.00
1062,270,Costa Rica,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Keylor Navas,0,0.0
1063,253,Costa Rica,0.36,0,3,0,1,0,0.36,0,3,0.36,0.36,1,Keysher Fuller,1,0.0
1064,37,Armenia,0.00,0,0,0,0,0,0.00,1,1,0.00,0.00,0,Khoren Bayramyan,0,0.00
1065,822,Georgia,0.55,0,9,0,4,1,0.44,3,9,0.55,0.44,4,Khvicha Kvaratskhelia,5,0.11
1066,2,France,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Khéphren Thuram,0,0.00
1067,492,Gibraltar,0.00,0,6,0,0,0,0.00,0,6,0.00,0.00,0,Kian Ronan,0,0.00
1068,225,Wales,0.0,0,2,0,0,0,0.0,0,3,0.0,0.0,0,Kieffer Moore,0,0.0
1069,396,Scotland,0.00,0,5,0,0,0,0.00,1,5,0.00,0.00,0,Kieran Tierney,0,0.00
1070,206,England,0.0,0,2,0,0,0,0.0,0,3,0.0,0.0,0,Kieran Trippier,0,0.0
1071,94,Andorra,0.00,0,1,0,0,0,0.00,0,3,0.00,0.00,0,Kiko Pomares,0,0.00
1072,315,Korea Republic,0.29,0,4,0,0,1,0.0,0,4,0.29,0.0,0,Kim Jin-su,1,0.29
1073,269,Korea Republic,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Kim Min-jae,0,0.0
1074,360,Korea Republic,0.0,0,4,0,0,0,0.0,0,4,0.0,0.0,0,Kim Moonhwan,0,0.0
1075,360,Korea Republic,0.0,0,4,0,0,0,0.0,0,4,0.0,0.0,0,Kim Seung-gyu,0,0.0
1076,350,Korea Republic,0.26,0,4,0,1,0,0.26,1,4,0.26,0.26,1,Kim Young-gwon,1,0.0
1077,169,France,0.0,0,1,0,0,0,0.0,0,6,0.0,0.0,0,Kingsley Coman,0,0.0
1078,252,Lithuania,0.00,0,2,0,0,0,0.00,1,4,0.00,0.00,0,Kipras Kažukolovas,0,0.00
1079,1,N. Macedonia,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Kire Ristevski,0,0.00
1080,648,Bulgaria,0.56,0,8,1,2,1,0.28,1,8,0.42,0.42,3,Kiril Despodov,4,0.14
1081,376,Belarus,0.00,0,5,0,0,0,0.00,0,5,0.00,0.00,0,Kirill Kaplenko,0,0.00
1082,513,Belarus,0.18,0,6,0,0,1,0.00,1,7,0.18,0.00,0,Kiryl Pyachenin,1,0.18
1083,73,Lithuania,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Klaudijus Upstas,0,0.00
1084,120,Albania,0.00,0,1,0,0,0,0.00,0,5,0.00,0.00,0,Klaus Gjasula,0,0.00
1085,282,Faroe Islands,0.00,0,3,0,0,0,0.00,0,5,0.00,0.00,0,Klæmint Olsen,0,0.00
1086,270,Japan,0.33,0,3,0,0,1,0.0,2,3,0.33,0.0,0,Ko Itakura,1,0.33
1087,270,Belgium,0.00,0,3,0,0,0,0.00,0,3,0.00,0.00,0,Koen Casteels,0,0.00
1088,52,Spain,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Koke,0,0.0
1089,478,Iceland,0.00,0,5,0,0,0,0.00,1,6,0.00,0.00,0,Kolbeinn Finnsson,0,0.00
1090,491,Austria,0.37,0,6,0,2,0,0.37,1,6,0.37,0.37,2,Konrad Laimer,2,0.00
1091,385,Estonia,0.00,0,5,0,0,0,0.00,0,5,0.00,0.00,0,Konstantin Vassiljev,0,0.00
1092,66,Greece,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Konstantinos Galanopoulos,0,0.00
1093,104,Greece,0.00,0,1,0,0,0,0.00,0,4,0.00,0.00,0,Konstantinos Koulierakis,0,0.00
1094,540,Cyprus,0.00,0,6,0,0,0,0.00,0,6,0.00,0.00,0,Konstantinos Laifis,0,0.00
1095,818,Greece,0.22,1,9,0,2,0,0.22,2,9,0.22,0.22,2,Konstantinos Mavropanos,2,0.00
1096,90,Cyprus,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Kostakis Artymatas,0,0.00
1097,20,Greece,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Kostas Fortounis,0,0.00
1098,166,Cyprus,0.54,0,1,0,1,0,0.54,0,4,0.54,0.54,1,Kostas Pileas,1,0.00
1099,745,Greece,0.24,0,8,0,0,2,0.00,2,8,0.24,0.00,0,Kostas Tsimikas,2,0.24
1100,62,Kosovo,0.00,0,1,0,0,0,0.00,0,3,0.00,0.00,0,Kreshnik Hajrizi,0,0.00
1101,625,Latvia,0.14,0,7,0,1,0,0.14,5,7,0.14,0.14,1,Kristers Tobers,1,0.00
1102,163,Bulgaria,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Kristian Dimitrov,0,0.00
1103,45,Iceland,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Kristian Nökkvi Hlynsson,0,0.00
1104,83,Norway,0.00,0,0,0,0,0,0.00,0,6,0.00,0.00,0,Kristian Thorstvedt,0,0.00
1105,1,Croatia,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Kristijan Jakić,0,0.0
1106,593,Albania,0.30,0,7,0,1,1,0.15,1,8,0.30,0.15,1,Kristjan Asllani,2,0.15
1107,60,Estonia,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Kristo Hussar,0,0.00
1108,284,Norway,0.00,0,3,0,0,0,0.00,1,4,0.00,0.00,0,Kristoffer Ajer,0,0.00
1109,69,Sweden,0.00,0,1,0,0,0,0.00,1,2,0.00,0.00,0,Kristoffer Olsson,0,0.00
1110,3,Norway,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Kristoffer Velde,0,0.00
1111,27,Hungary,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Krisztofer Horváth,0,0.00
1112,216,Poland,0.0,0,2,0,0,0,0.0,0,4,0.0,0.0,0,Krystian Bielik,0,0.0
1113,28,Poland,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Krzysztof Piątek,0,0.0
1114,181,Senegal,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Krépin Diatta,0,0.0
1115,56,Korea Republic,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Kwon Chang-hoon,0,0.0
1116,91,Korea Republic,0.0,0,1,0,0,0,0.0,0,2,0.0,0.0,0,Kwon Kyung-won,0,0.0
1117,360,Australia,0.0,0,4,0,0,0,0.0,0,4,0.0,0.0,0,Kye Rowles,0,0.0
1118,236,England,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Kyle Walker,0,0.0
1119,598,France,1.51,0,6,2,6,2,0.9,0,7,1.2,1.2,8,Kylian Mbappé,10,0.3
1120,288,Malta,0.31,0,4,0,0,1,0.00,0,7,0.31,0.00,0,Kyrian Nwoko,1,0.31
1121,445,Czechia,0.40,0,5,0,2,0,0.40,0,5,0.40,0.40,2,Ladislav Krejčí,2,0.00
1122,205,Spain,0.88,0,2,0,2,0,0.88,0,4,0.88,0.88,2,Lamine Yamal,2,0.00
1123,324,Luxembourg,0.00,0,3,0,0,0,0.00,2,6,0.00,0.00,0,Lars Krogh Gerson,0,0.00
1124,794,Liechtenstein,0.00,0,9,0,0,0,0.00,1,9,0.00,0.00,0,Lars Traber,0,0.00
1125,300,Georgia,0.00,0,3,0,0,0,0.00,0,5,0.00,0.00,0,Lasha Dvali,0,0.00
1126,680,Luxembourg,0.00,0,7,0,0,0,0.00,3,10,0.00,0.00,0,Laurent Jans,0,0.00
1127,241,Argentina,0.0,0,2,0,0,0,0.0,0,6,0.0,0.0,0,Lautaro Martínez,0,0.0
1128,270,Ghana,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Lawrence Ati-Zigi,0,0.0
1129,9,Scotland,10.00,0,0,0,1,0,10.00,0,3,10.00,10.00,1,Lawrence Shankland,1,0.00
1130,37,Serbia,0.00,0,0,0,0,0,0.00,0,3,0.00,0.00,0,Lazar Samardzic,0,0.00
1131,161,Belgium,0.0,0,2,0,0,0,0.0,1,2,0.0,0.0,0,Leander Dendoncker,0,0.0
1132,990,Luxembourg,0.18,0,11,0,0,2,0.00,2,11,0.18,0.00,0,Leandro Barreiro Martins,2,0.18
1133,225,Argentina,0.0,0,2,0,0,0,0.0,2,5,0.0,0.0,0,Leandro Paredes,0,0.0
1134,103,Belgium,0.0,0,1,0,0,0,0.0,0,3,0.0,0.0,0,Leandro Trossard,0,0.0
1135,429,Kosovo,0.00,0,6,0,0,0,0.00,0,6,0.00,0.00,0,Leart Paqarada,0,0.00
1136,407,Gibraltar,0.00,0,5,0,0,0,0.00,1,7,0.00,0.00,0,Lee Casciaro,0,0.00
1137,211,Korea Republic,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Lee Jae-sung,0,0.0
1138,147,Korea Republic,0.61,0,1,0,0,1,0.0,1,4,0.61,0.0,0,Lee Kang-in,1,0.61
1139,720,Norway,0.00,0,8,0,0,0,0.00,0,8,0.00,0.00,0,Leo Skiri Østigård,0,0.00
1140,270,Finland,0.00,0,3,0,0,0,0.00,0,3,0.00,0.00,0,Leo Väisänen,0,0.00
1141,159,Germany,0.0,0,2,0,0,0,0.0,1,3,0.0,0.0,0,Leon Goretzka,0,0.0
1142,90,Italy,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Leonardo Spinazzola,0,0.00
1143,111,Germany,0.81,0,1,0,0,1,0.0,0,2,0.81,0.0,0,Leroy Sané,1,0.81
1144,202,Kazakhstan,0.00,0,1,0,0,0,0.00,1,6,0.00,0.00,0,Lev Skvortsov,0,0.00
1145,247,Georgia,0.73,0,3,0,1,1,0.36,0,4,0.73,0.36,1,Levan Shengelia,2,0.36
1146,74,Scotland,0.00,0,0,0,0,0,0.00,0,3,0.00,0.00,0,Lewis Ferguson,0,0.00
1147,42,Scotland,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Liam Cooper,0,0.00
1148,55,Liechtenstein,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Liam Kranz,0,0.00
1149,10,Canada,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Liam Millar,0,0.0
1150,253,Rep. of Ireland,0.00,0,3,0,0,0,0.00,0,3,0.00,0.00,0,Liam Scales,0,0.00
1151,446,Gibraltar,0.00,1,6,0,0,0,0.00,0,6,0.00,0.00,0,Liam Walker,0,0.00
1152,65,Israel,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Liel Abada,0,0.00
1153,181,Lithuania,0.00,0,2,0,0,0,0.00,0,3,0.00,0.00,0,Linas Klimavičius,0,0.00
1154,571,Sweden,0.16,0,7,0,0,1,0.00,0,7,0.16,0.00,0,Linus Wahlqvist,1,0.16
1155,690,Argentina,1.3,0,7,4,3,3,0.39,1,7,0.78,0.91,7,Lionel Messi,10,0.39
1156,69,Kosovo,0.00,0,0,0,0,0,0.00,1,2,0.00,0.00,0,Lirim Kastrati,0,0.00
1157,303,Argentina,0.0,0,2,0,0,0,0.0,1,5,0.0,0.0,0,Lisandro Martínez,0,0.0
1158,427,Liechtenstein,0.00,0,5,0,0,0,0.00,1,10,0.00,0.00,0,Livio Meier,0,0.00
1159,32,N. Macedonia,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Ljupche Doriev,0,0.00
1160,500,Greece,0.00,0,5,0,0,0,0.00,1,7,0.00,0.00,0,Llazaros Rota,0,0.00
1161,93,Cyprus,0.00,0,0,0,0,0,0.00,0,4,0.00,0.00,0,Loizos Loizou,0,0.00
1162,576,San Marino,0.00,0,6,0,0,0,0.00,3,8,0.00,0.00,0,Lorenzo Capicchioni,0,0.00
1163,714,San Marino,0.00,0,8,0,0,0,0.00,1,9,0.00,0.00,0,Lorenzo Lazzari,0,0.00
1164,157,San Marino,0.00,0,2,0,0,0,0.00,0,5,0.00,0.00,0,Lorenzo Lunadei,0,0.00
1165,68,Italy,1.32,0,1,0,0,1,0.00,0,1,1.32,0.00,0,Lorenzo Pellegrini,1,1.32
1166,211,Gibraltar,0.00,0,2,0,0,0,0.00,1,3,0.00,0.00,0,Louie Annesley,0,0.00
1167,14,Romania,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Louis Munteanu,0,0.00
1168,130,Croatia,0.69,0,1,0,1,0,0.69,0,7,0.69,0.69,1,Lovro Majer,1,0.0
1169,343,Hungary,0.52,0,4,0,0,2,0.00,0,6,0.52,0.00,0,Loïc Nego,2,0.52
1170,13,Belgium,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Loïs Openda,0,0.0
1171,86,San Marino,0.00,0,1,0,0,0,0.00,0,3,0.00,0.00,0,Luca Ceccaroli,0,0.00
1172,19,Canada,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Lucas Cavallini,0,0.0
1173,12,France,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Lucas Hernández,0,0.0
1174,98,Finland,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Lucas Lingman,0,0.00
1175,314,Brazil,0.57,0,4,0,1,1,0.29,0,4,0.57,0.29,1,Lucas Paquetá,2,0.29
1176,613,Armenia,0.59,0,8,0,3,1,0.44,0,8,0.59,0.44,3,Lucas Zelarayán,4,0.15
1177,264,Sweden,0.34,0,3,0,0,1,0.00,0,3,0.34,0.00,0,Ludwig Augustinsson,1,0.34
1178,270,Mexico,0.33,0,3,0,1,0,0.33,0,3,0.33,0.33,1,Luis Chávez,1,0.0
1179,146,Uruguay,0.62,0,2,0,0,1,0.0,1,3,0.62,0.0,0,Luis Suárez,1,0.62
1180,152,Georgia,0.00,0,2,0,0,0,0.00,1,4,0.00,0.00,0,Luka Gagnidze,0,0.00
1181,269,Croatia,0.67,0,4,0,1,1,0.33,0,5,0.67,0.33,1,Luka Ivanušec,2,0.33
1182,36,Serbia,0.0,0,0,0,0,0,0.0,1,1,0.0,0.0,0,Luka Jović,0,0.0
1183,343,Georgia,0.00,0,4,0,0,0,0.00,0,4,0.00,0.00,0,Luka Lochoshvili,0,0.00
1184,28,Bosnia & Herz'na,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Luka Menalo,0,0.00
1185,653,Croatia,0.0,0,7,0,0,0,0.0,1,7,0.0,0.0,0,Luka Modrić,0,0.0
1186,7,Croatia,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Luka Sučić,0,0.00
1187,19,Slovenia,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Luka Zahović,0,0.00
1188,29,Liechtenstein,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Lukas Graber,0,0.00
1189,66,Germany,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Lukas Klostermann,0,0.0
1190,127,Bulgaria,0.00,0,1,0,0,0,0.00,1,2,0.00,0.00,0,Lukas Petkov,0,0.00
1191,104,Malta,0.00,0,1,0,0,0,0.00,0,3,0.00,0.00,0,Luke Montebello,0,0.00
1192,424,England,0.21,0,5,0,0,1,0.0,0,5,0.21,0.0,0,Luke Shaw,1,0.21
1193,415,Slovakia,0.87,0,5,0,3,1,0.65,0,5,0.87,0.65,3,Lukáš Haraslín,4,0.22
1194,900,Finland,0.00,0,10,0,0,0,0.00,0,10,0.00,0.00,0,Lukáš Hrádecký,0,0.00
1195,104,Czechia,0.00,0,1,0,0,0,0.00,1,2,0.00,0.00,0,Lukáš Masopust,0,0.00
1196,341,Czechia,0.00,0,3,0,0,0,0.00,2,6,0.00,0.00,0,Lukáš Provod,0,0.00
1197,1,Czechia,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Lukáš Sadílek,0,0.00
1198,360,Kosovo,0.00,0,4,0,0,0,0.00,1,4,0.00,0.00,0,Lumbardh Dellova,0,0.00
1199,311,Netherlands,0.00,0,4,0,0,0,0.00,2,4,0.00,0.00,0,Lutsharel Geertruida,0,0.00
1200,57,Netherlands,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Luuk de Jong,0,0.0
1201,497,Scotland,0.54,0,5,0,1,2,0.18,2,8,0.54,0.18,1,Lyndon Dykes,3,0.36
1202,261,Slovakia,0.69,0,2,0,0,2,0.00,0,7,0.69,0.00,0,László Bénes,2,0.69
1203,49,Hungary,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,László Kleinheisler,0,0.00
1204,70,Faroe Islands,1.29,0,1,0,1,0,1.29,0,1,1.29,1.29,1,Mads Mikkelsen,1,0.00
1205,256,Azerbaijan,0.00,0,3,0,0,0,0.00,1,6,0.00,0.00,0,Mahir Madatov,0,0.00
